Customer,SSN,Name,Birthdate,Current age,Region,CredCardUser?,Income,Purchases,AmountSpent
336,328-7-3413," Franco, Farrah",25|2|1946,,Pacific,0,94200,8,4170
337,839-88-2989,"Vaughn, Dawn",31|12|1934,, East North Central,1,96100,3,1530
338,389863710,Carl Wilcox,23|8|1958,,East South Central,0,158600,3,1600
339,733-661987,"Cotton, Morgan",24|10|1970,,Mid. Atlantic,1,84400,3,1450
340,071060148,Beau Talley,3|8|1971,, New England,0,62900,3,1400
341,156-16-4252, Dennis Lane,9|3|1954,,South Atlantic,0,43100,3,1390
342,930-59-9609,Lila Glass,21|6|1937,,Alaska ,1,69000,1,430
343,729-44-3056,"Mcbride, Brian",20|6|1966,, Mid. Atlantic,1,29000,3,1570
344,244385062,"Weaver, Alana",7|8|1969,, P,0,145500,3,1500
345,123-14-4547,Yen Campos,29|9|1973,,Pacific ,0,29100,2,990
346,718-01-4106,"Kinney, Ezekiel",11|11|1967,,Ala.,0,119200,2,860
347,667211403,"Phelps, Henry",10|3|1934,, Middle Atlantic,0,34500,4,1790
348,828536108,"Bates, Ria",13|5|1954,,HI,0,55800,3,1680
349,013-36-8187,"Lynch, Justine",25|3|1952,,Pacific ,1,38900,3,1370
350,760353504,"Hancock, Mechelle",28|1|1966,,Mountain,0,28000,1,540
351,78244-7240,"Nichols, Jenette",11|1|1933,,Mtn. ,0,65400,1,560
352,121-07-9130,"Peterson, Cain",29|6|1972,,East North Central,0,56200,3,1650
353,872-752197,"Michael, Patrick",6|10|1947,, New England ,1,137000,4,2120
354, 197-52-4929,"Dean, Laura",20|9|1968,,W. N. Central,1,121600,3,1510
355,643-36-2129,"Cobb, Carly",26|4|1965,,South Atlantic,0,37900,2,1090
356,07019-1017," Moran, Murphy",11|5|1973,, South Atlantic,1,74100,6,2880
357,051082927,Fletcher Hewitt,16|9|1938,, Middle Atlantic,0,54300,2,1140
358,323-74-6354,"Pittman, Brianna",5|4|1954,,East North Central,0,123800,3,1410
359,503-92-2818," Donaldson, Brenda",5|7|1955,, East South Central ,0,128800,1,450
360, 507-30-4038,"Workman, Burton",14|8|1932,, Hawaii,0,82000,2,1080
361,971-92-9025,"Rivas, Tanisha",7|12|1965,,East North Central,1,39900,2,1010
362,740-96-6085,Roary Collins,3|3|1958,,NE,1,75100,3,1640
363,134-73-4050,"Wilkins, Quin",11|7|1938,,East North Central,1,72700,3,1700
364,53830-6612,"Santos, Xaviera",10|3|1945,,Mid. Atlantic,1,84100,4,2060
365,733-63-5735,"Price, Cade",17|12|1935,, East North Central,0,131500,4,2090
366,619902506," Mooney, Germaine",20|9|1947,,P ,1,90400,3,1450
367,478-29-8605,Dylan Bradley,5|4|1954,,New England,1,70900,3,1620
368, 170-71-7865,"Mcgowan, Josiah",5|4|1934,,S. Atlantic,0,48400,5,2730
369,283-42-4994,"Koch, Avye",16|4|1966,,West South Central,1,100000,5,2500
370,180-60-2968,Rana Henson,3|9|1943,, W. S. Central,0,117400,3,1450
371,988-17-9148,"Meyers, Chanda",15|3|1934,,New England,1,113900,4,1990
372,543-41-6718,Dillon Serrano,27|5|1938,,Middle Atlantic,0,111000,1,490
373,786-20-3490,Graiden Griffin,8|7|1932,,South Atlantic ,1,25800,3,1610
374,607-15-8496,"Henderson, Robert",8|8|1959,,Hawaii,0,127700,3,1520
375,867-63-6238,"Reyes, Ashton",17|9|1971,,,0,29900,9999,9999
376,230-34-5487,"Joyce, Hu",9|1|1975,,SA,1,120600,6,3000
377,516-39-0394,"Wooten, Angela",11|10|1931,, P,0,97600,4,1960
378,569-84-0252,Julie Scott,16|8|1953,,East North Central,0,156200,0,0
379,955-97-9571,Kai Whitaker,20|2|1970,,,0,77000,1,510
380,283-990391,"Bryant, Kenneth",29|9|1962,,East South Central,0,144100,2,1020
381,617-24-4419,"Bray, Aurora",8|7|1954,,West North Central,0,56900,0,0
382,839-56-3103,"Nielsen, Whoopi",12|5|1971,,E. N. Central,1,89000,1,460
383,447-4-3968,"Rhodes, Casey ",15|10|1950,,East South Central,1,148300,5,2520
384,610-94-1399,"Fischer, Eve",18|3|1963,,East South Central,0,88500,1,520
385,92716-5466," Haley, Aretha",12|9|1955,,S. Atlantic ,0,113400,2,960
386, 65191-1281," Kirby, Rashad",8|7|1954,, New England,1,57400,6,2920
387,841-01-2758,"Merritt, Hadassah",28|11|1932,,Mountain,0,82800,1,520
388,467-98-0643,"Flynn, Ursa",15|8|1952,,ENC,-1,118400,4,2160
389,948-04-9634,Macy Mason,19|8|1973,,S. Atlantic ,0,34100,1,420
390,901-03-4843," Sutton, Kaseem ",15|10|1932,,New England,1,62100,0,0
391, 208-84-9026,"Trevino, Erin",30|9|1954,,Mid. Atlantic,0,61800,4,1940
392,570-33-4476,"Chan, Logan",16|1|1953,, ,1,69600,2,960
393,832-40-2717, Lysandra Small,20|9|1941,, New England,1,100300,1,660
394,809-854142,"Carroll, Kameko ",28|6|1960,, SA,1,107400,6,3100
395,065-66-9401,"Herrera, Ariana",11|8|1938,,S. Atlantic,0,153700,3,1560
396, 666-89-9346,Cadman Reed ,16|11|1932,,Mountain ,1,97500,4,2060
397, 492-10-1174,"Neal, Gannon",14|8|1959,,East South Central,0,96800,4,1920
398,059-49-4988,"Lester, Jeremy",16|7|1947,,East South Central,1,151700,1,580
399,857-207847,"Zamora, Arden",8|7|1955,, MA,0,106700,3,1580
400,621-86-4986 ,"Vincent, Rowan",1|10|1954,, Pac.,0,132400,5,2650
401,78807-8212,"Pate, George",9|5|1952,,SA,1,102000,4,2030
402,460-00-0880," Harrington, Tamekah",29|7|1967,, WNC,1,65200,2,1030
403,310435361,"Lancaster, Quinn",26|5|1931,,S. Atlantic,1,59200,4,1950
404,091-57-6111,"Alford, Quemby",27|2|1943,,AK,0,120300,2,880
405,981-40-1611,"Palmer, Adele",19|6|1962,,ENC ,0,62600,0,0
406,642067906," Daugherty, Zorita",31|7|1932,,Hawaii,0,141000,5,2530
407,241-86-3823,"Bryant, Tatum",3|7|1959,,NE ,1,88,4,2000
408,201-21-4448,"Case, Flavia",3|10|1964,,Pacific ,0,104000,3,1570
409,29990-6494,Lyle Koch,19|9|1938,,E. N. Central,0,139400,5,2400
410,683-56-1822,"Prince, Dawn",9|10|1941,,MA,0,27800,2,1080
411,266-88-7218,"Moore, Alfreda",17|9|1942,,New England,1,75400,0,0
412,188-73-9156,Garrett Kerr,21|3|1933,,South Atlantic,0,124700,2,940
413,881-72-4761,Ifeoma Ramos,21|4|1947,,HI ,0,81300,3,1590
414, 041-47-9311,Kareem Hester,8|9|1964,, NE ,1,100700,3,1420
415,757-86-1866,Lavinia Mann,13|5|1975,, Hawaii,0,26300,2,1080
416, 540-17-8964,Noble Moody,12|6|1942,,Mid. Atlantic,0,43100,1,520
417,294649066,Teegan Farmer,14|10|1962,,MA,0,68000,4,1870
418, 761-025278,"Rogers, Blythe",24|11|1938,, P,0,92600,4,2150
419,187-05-0809,"Jennings, Sloane",9|4|1970,, MA ,1,157200,1,480
420, 49898-9133," Bartlett, Quentin",9|1|1968,, E. N. Central,1,64700,1,580
421,431-50-7594,Libby Horton,16|1|1931,,Mtn. ,0,46900,6,3090
422,223-40-7229,"Roach, Jonas",30|10|1941,,P ,0,26200,5,2490
423,865-16-1471,"Jackson, Brenna",22|10|1937,,West South Central,0,146500,2,860
424,133-03-4451,"Anthony, Maxine ",13|5|1964,,Pac. ,0,136000,3,1510
425,898-36-4855,"Dickerson, Stone",1|9|1970,, Alaska ,0,153900,5,2480
426, 96816-0774 ,"Dunn, Guy",29|9|2028,, South Atlantic ,0,68400,2,1100
427,116-79-4194,"Mason, Tasha",23|2|1964,,S. Atlantic,1,146800,4,1950
428,204278412,"Dennis, Colin",24|5|1966,,East North Central,0,25100,2,1060
429,279-23-7773,"Schroeder, Shelby",17|5|1927,,Middle Atlantic,0,120300,4,2100
430,011-89-2945,"Kaufman, Lucy",4|10|1959,,W. S. Central,0,146800,4,1940
431, 151830454," Fulton, Susan",3|2|1974,,New England,1,62000,4,2040
432,572-79-9529,"Lang, Marshall",21|1|1967,,West North Central,1,104500,9999,9999
433, 179-26-1967,Tyrone Dunn,17|5|1942,,West South Central,1,124400,4,1980
434,07-33-0049,"Porter, Dane",6|1|1972,,South Atlantic,1,107500,2,1010
435,230-008212,"Swanson, Chaney",25|2|1935,,Pac. ,0,37600,3,1350
436,184-13-7128,Daria Benjamin,26|4|1932,,East North Central,0,52500,5,2460
437,397-58-5837,"Hill, Kennedy",27|3|1941,, West North Central,0,116200,1,450
438, 835-90-5049,Basia Vaughan ,26|2|1959,,West North Central,1,113000,0,0
439,390-77-9781, Lucy Warren ,3|6|1970,,Pac.,0,22,8,4160
440,618841169,Juliet Ford,19|10|2028,,East South Central,1,113600,1,470
441,068-81-7396,Kameko Mullins,10|11|1951,,Middle Atlantic,1,146900,0,0
442,519-31-1612,"Hebert, Tucker",4|11|1970,, NE,1,104300,3,1330
443, 087-21-2053," English, Jaquelyn",2|7|1952,,Pacific ,0,141200,9999,9999
444,534-72-8644,"Parrish, Keegan",16|6|1966,, ,1,121600,1,410
445,152388059,"Vinson, Kylynn",19|10|1969,,MA,0,60900,8,4190
446,743-28-2638,"Sutton, Gwendolyn",28|10|1943,,New England,1,84500,4,1990
447,856-77-6560,Ariana Bullock,6|1|1940,,Pacific,1,9999,0,0
448,497-59-5738,"English, Tanisha ",21|8|1952,,ENC,1,77900,4,450
449,238-00-9607,Dean Singleton,17|11|1961,,East South Central,0,132700,2,1010
450,743725071,"Green, Ciara",22|4|1936,,Mid. Atlantic,1,81500,7,3470
451,391739114," Garza, Karly",1|4|1967,,New England ,1,41200,2,910
452,957-46-9163,Remedios Noel,25|7|1963,, SA ,0,70500,4,1900
453, 038-69-9847 ,"Avery, Nigel",18|1|1931,,New England ,0,51900,2,960
454,631-49-5164,"Ratliff, Colin",11|6|1966,,East South Central,0,93500,3,1520
455, 308-15-1508,"Figueroa, Derek",14|6|1975,,ESC,1,160000,2,1050
456, 707-76-5941,Hunter Golden,4|8|1958,,East South Central ,0,53700,1,470
457,809059533," Cantrell, Fiona ",20|9|1948,, Mid. Atlantic,0,109900,4,2140
458,096-34-6977,"Dawson, Nyssa",1|2|1953,,M ,1,117900,3,1520
459,236065189,"Ortiz, Nichole",24|1|1964,,East North Central ,0,92900,4,2040
460,756-419393,"Conner, Hillary ",14|5|1971,, P,0,81,3,1500
461,523-60-4191,"Wolf, Susan",2|12|1958,,Pacific ,0,124900,3,1430
462,576-97-4385,"Dejesus, Libby",27|4|1942,,Mtn.,0,44500,0,0
463,619-94-0553,"Larson, Ralph",17|5|1927,,Alaska,0,62300,2,930
464,680-00-1375,"Wilcox, Todd",19|10|1933,, ,1,97000,5,2740
465,679-57-0542,"Mccarty, Joel",8|9|1952,,New England ,1,152100,2,1030
466,365-187407,"Bray, Leila",17|5|1927,,Pacific,0,155400,4,1900
467, 114-58-1917,"Delacruz, Gwendolyn",17|3|1958,, W. N. Central,0,116000,4,1830
468, 095-91-8762,"Patel, Fay",25|2|1938,,Hawaii,0,72900,4,2110
469, 797-55-3419,Katelyn Contreras,16|9|1961,, East North Central,1,132800,9999,9999
470,638-14-5894,"Finch, Iliana",23|11|1962,,East South Central ,0,44600,1,500
471,317-58-2349,"Calderon, TaShya",3|7|1946,,South Atlantic,0,85300,6,2950
472,587-07-8849," Wilkerson, Oren",4|10|1956,,East South Central,0,78200,3,1530
473, 552-10-0673,"Jimenez, Winter",19|3|1958,,Ala.,1,113900,4,1870
474,170176377,"Hobbs, Kaden",29|10|1947,,ENC,1,82700,6,2990
475,545-27-9556,"Charles, Chaim",29|1|1976,, New England,0,144200,2,990
476, 235-81-0253,"Strong, Dai",15|12|1940,,South Atlantic,1,59200,2,1000
477,029-27-4878,Kaye Roy,31|1|1931,,AK,0,117100,5,2420
478,163-34-8915,Quin Jacobson,4|6|1959,, West South Central,0,21900,1,500
479, 325-76-3366,"Harvey, Macy",18|1|1942,,E. S. Central,1,78500,2,900
480,168-73-9011,Miranda Burt,21|6|1954,,E. S. Central,1,151000,4,2030
481,483-00-6418,"Goodwin, Shafira",13|6|1967,,Pacific,0,45900,2,1040
482,335-77-7786,"Roth, Denton",26|10|1940,,,0,154200,3,1600
483,355803520,"Coleman, Isadora",29|12|1932,, Pac.,0,131500,4,1940
484,244-96-8766,"Peterson, Tyrone",3|5|1946,, New England,0,130400,0,0
485,863-08-6093,"Hopper, Katelyn ",18|10|1946,,,1,63700,3,1430
486,364-94-9180,Jeremy Cooper,17|5|1927,,,0,116500,2,1040
487,428375656,Fletcher Leon,23|6|1935,,East South Central,1,39100,6,3050
488, 485423949,"Bond, Matthew",30|5|1942,,Pac.,1,106000,7,3430
489,985-95-2545,"Reilly, Jaden",11|9|1958,,New England ,1,35600,1,510
490,462-06-2066,"Wade, Patricia",20|6|1951,, WSC,0,128600,2,1130
491,085-91-0238, Rylee Schultz,22|9|1972,,South Atlantic ,1,92800,1,500
492,579-57-5107,Buckminster Lowe,21|6|1934,,East North Central,0,127900,4,1950
493,269-62-0603,"York, Tallulah",4|9|1949,, Pacific,-1,33000,3,1330
494,085-325438,"Warren, Aristotle ",17|5|1927,,S. Atlantic,0,103700,1,480
495,777-36-5221,"Maxwell, Summer",17|9|1965,, West South Central,1,152400,5,2600
496, 596186300,"Marquez, Piper",25|7|1958,,Middle Atlantic,1,92700,4,1930
497,567-83-5482,"Hammond, Solomon ",20|1|1945,,New England ,0,81400,5,2370
498, 55529-7759,"Benson, Liberty",17|8|1970,,New England ,1,50500,1,530
499, 148-360089,Haley Andrews,8|7|1970,,P,0,140000,0,450
500, 435-06-5294,"Mayer, Stacey",4|7|1965,,Middle Atlantic,1,134500,5,2430
501,15639-5201,Jasper Cleveland,15|8|1938,,Hawaii,0,111000,3,540
502,619-04-0440,"Dean, Maxwell",6|1|1943,,West North Central,1,113800,2,990
503,626-49-8203,"Justice, Riley ",17|11|1971,,SA,0,106100,5,2590
504,617362966,"Lane, Meghan",30|3|1941,,East North Central,1,62600,3,1590
505,033-96-3067,"Potter, Liberty ",9|2|1950,,Pacific ,0,154700,13,0
506,118-88-3931, Macon Santana,25|10|1940,,Mid. Atlantic,0,140600,4,2020
507,855-045846,"Bird, Scarlet",14|11|1938,,Haw.,0,81100,4,1930
508,451-431171,"Stephens, Hammett",17|12|1962,,New England,1,135100,1,410
509,326-25-8591,"Lara, Cecilia",23|12|1955,,Middle Atlantic,1,121500,3,1560
510,383-99-341,Kirsten Mcdowell,25|5|1972,, Mountain,1,144900,3,1520
511,578974169,"Bradshaw, Linda",9|11|1963,, Middle Atlantic,1,84200,8,3840
512,929-74-0283,Nasim Carter ,1|12|1974,,ESC,1,55100,3,1530
513,081317486,"Hunter, Aileen ",21|3|1934,,South Atlantic ,0,134200,5,2540
514,434-03-7295,Justine Rowland,10|7|1961,, Pacific,1,92300,2,1010
515, 899-95-2876,Hadassah Hatfield,9|11|1957,, P,1,69400,0,0
516,395099365,"Maddox, Wayne ",3|6|1935,, Alaska,0,69500,4,2150
517,502-09-7475,"Parrish, Rhoda",22|6|1946,,East North Central,0,80200,4,2120
518, 378-83-7998,"Melton, Tatyana",2|11|1974,,Mtn.,1,9999,2,940
519,629451472,"Jimenez, Len",27|1|1953,, South Atlantic,0,68600,4,2140
520,20632-0783,"Kent, Adrienne",18|8|1960,,Middle Atlantic,0,128700,2,1030
521,565-06-6202,Nelle Allen,31|10|1947,,Pacific,1,74800,3,1530
522, 711-94-2743,Ila Roy,20|12|1942,,MA,1,144500,4,1880
523,488712743,"Trujillo, Elmo",3|8|1937,,ENC,1,46000,3,1390
524,606-97-4444,"Harmon, Francis",23|10|1933,,West South Central,1,33400,5,2450
525,651-7-9144,"Terry, Nero",21|2|1945,,S. Atlantic,1,103900,5,2600
526,338-48-9109,"Schultz, Anika",14|5|1966,,AK,0,49900,2,980
527,906-06-0341,"Carey, Reese",26|3|1952,,Middle Atlantic,0,9999,3,1590
528,430-50-1224,"Langley, Nelle",11|5|1949,,Middle Atlantic ,0,57200,2,990
529,887-82-8267,"Farley, Sheila",13|3|1960,,New England,0,61600,1,400
530, 800943139,"Hensley, Fuller",14|9|1965,,Alaska,0,42700,2,990
531,813-78-6713," Morse, Fritz",24|11|1961,,SA,1,38300,2,930
532,077-63-0100,Dante Mathis,22|8|1956,, SA,0,110000,2,1020
533,362-89-4824,Kenyon Roach,9|10|1947,, E. N. Central,0,45900,6,3020
534, 755-27-7769,"Frost, Vincent",24|2|1971,,ESC,0,150700,3,1510
535,73889-2181,"Watkins, Ivana",9|7|1959,,P ,1,109300,7,3520
536, 395688709,"Bass, Valentine",1|11|1961,,New England,0,156300,3,1530
537,807-37-8840, Paula Hutchinson,12|8|1963,, East South Central,0,38900,6,2770
538,044-655062,"Sharp, Fredericka",16|12|1951,,West North Central ,0,21800,2,1060
539,445-94-4117,Idola Patrick,11|2|1958,, Ala. ,0,160000,3,1550
540,103-58-9172,"Herring, Maggie",18|11|1970,, East South Central,0,21400,2,1060
541,058-97-7643,"Pollard, Yoshi",22|3|1952,,SA ,0,126500,3,1580
542,910-81-4581,"Walters, Indigo",30|7|1942,, Middle Atlantic ,1,94400,5,2440
543,243-38-5172,Ella Norris,11|8|1961,,HI ,0,29700,2,1030
544,670-18-7053," Ewing, Brandon",17|12|1944,, New England ,0,56900,2,1010
545,140-91-9594,"Guzman, Branden",30|11|1974,,W. N. Central ,1,133900,4,2010
546,425-08-8105,"Herman, Drew",6|5|1951,, New England,0,95300,0,0
547, 588-21-8765 ,"Browning, Fredericka",10|3|1931,,Middle Atlantic,1,103900,3,1470
548, 391-436171,"Beard, Brooke",29|9|1932,,Mtn. ,0,74900,1,440
549,219881599,"Duncan, Dakota ",4|5|1959,,HI,0,57000,4,1970
550,998-10-7842,"Stanton, Keefe",5|9|1941,,Alaska,1,147600,1,450
551,906-29-3493,"Ball, Vivien",15|2|1953,, WNC ,1,100900,4,1880
552,750-20-7105,Zachery Padilla ,31|8|1952,,M,0,111300,2,950
553, 084-36-6114,"Farrell, Hedy",19|9|1936,,Middle Atlantic,1,93900,1,460
554,37-11-6147,"Odom, Nita ",16|9|1933,, New England ,0,60600,3,1450
555,754398568,"Joyner, Patrick",2|8|1961,,West North Central,0,114900,3,1580
556,014-15-4837,"Horne, Aurelia",21|8|1939,, South Atlantic,1,76500,4,2110
557,762-59-9037,"Dickson, Kiayada",23|6|1948,, West South Central,0,62800,1,440
558,361-42-3504,"Atkinson, Charissa ",17|3|1963,, West South Central ,1,61700,4,2040
559,836-56-4942,"Thomas, Fallon",1|12|1936,,Pacific ,1,77900,3,1450
560,559477116,"Mcfarland, Julian",7|10|1967,,S. Atlantic,1,80000,4,2020
561, 426-26-2282,"Lindsey, Priscilla",18|4|1962,,South Atlantic,1,120700,0,0
562,588-81-2703,"Rosario, Shafira ",5|2|1953,,West North Central,0,33100,5,2550
563,269715742,"Noble, Linda",17|11|1967,,S. Atlantic,1,28700,4,2050
564,198-15-0723,"Dyer, Alea",23|2|1941,, South Atlantic,1,69800,1,480
565,698-02-2492,"Duran, Montana",9|7|1942,, Middle Atlantic,1,107300,8,4280
566, 909624423 ,"Shelton, Patience",29|3|1951,,South Atlantic ,1,89000,5,2390
567,366383676,"Bowman, Raphael",31|1|1975,,Pacific,1,147200,4,2060
568,375-92-1009," Jacobson, Karina",13|1|1959,, Mid. Atlantic ,1,73600,3,1310
569, 356-966950,"Green, Nero",11|3|1948,,SA,0,27900,4,2170
570,758-72-4033,"Baldwin, Tanner",7|11|1970,,Alaska,1,9999,3,1520
571, 243600568,"Cox, Lamar",28|12|1951,,Alaska,1,145600,3,1500
572,546-38-8454,"Blackburn, May",26|7|1949,,New England ,1,118300,4,2090
573,730-71-2357,"Jarvis, Mufutau",5|6|1931,, South Atlantic,0,126200,3,1620
574,55477-8286,Cairo Parker,7|10|1950,,East North Central,1,57900,5,2510
575,492-02-5397,"Conley, Fleur",20|7|1972,,E. N. Central,0,153000,4,2010
576,552-3-3776,Zia Hutchinson,10|9|1967,,East South Central,0,29900,2,950
577,872-03-9669,"Daniels, Jayme ",31|5|1967,, M,1,57400,1,450
578,781-16-9508,Mason Bradshaw,29|5|1930,,Middle Atlantic,1,34300,6,2860
579,427-70-0642,"Parrish, Baxter",3|11|1931,,New England,0,119500,2,1020
580,503001677,Forrest Cox,26|3|1932,,New England,1,76400,4,2000
581,045-60-1378," Abbott, Xandra",6|10|1957,,New England ,0,73400,5,2440
582, 443-85-9253,"Puckett, Maryam",19|6|1961,,Ala.,0,105800,3,1410
583,07148-7533,Summer Erickson,20|2|1942,, New England ,0,99200,2,970
584,712-40-6694,"Stark, Brenna",24|9|1954,,Hawaii,1,39400,0,0
585,030-95-1842,"Kent, Rowan ",26|8|1938,,NE,0,25900,4,2120
586,955-961581,"Bauer, Uriel",16|8|1937,, WSC,0,57500,2,1050
587,143-85-3621,"Mckinney, Echo",20|8|1951,,S. Atlantic ,1,152400,2,900
588,782-537840, Salvador Avila,13|3|1939,,East South Central,0,153200,2,920
589,776-44-8345,"Wood, Zorita",16|4|2027,, NE,1,59300,2,1030
590, 937-16-5575,"Holmes, Jorden",4|2|1936,, Hawaii ,1,46200,3,1630
591,768-43-5337,"Simpson, Jesse",12|7|1956,,Middle Atlantic,1,142700,2,980
592, 712-509741,Hector Mendoza,27|10|1953,, West South Central,0,107700,2,940
593,744-30-0499,"Atkinson, Leandra",4|5|1960,,HI,0,25,5,2460
594,349-69-6641,Belle Vaughn,13|10|1955,,S. Atlantic ,1,108900,2,1000
595,592-14-8716,"Walls, Palmer ",9|1|1942,,New England,1,157400,2,940
596,844-48-3850,"Sheppard, Olga",26|2|1933,,New England,1,64300,1,540
597, 062-42-6963,"Brewer, Jeanette",11|3|1958,,Pacific,1,67800,3,1320
598,839977310,Hunter Gross,14|3|1946,,P,0,105400,2,1070
599,024-71-7104,"Olson, Carla",25|6|1942,,NE,0,108800,7,3370
600,362-26-6321,"Summers, Allegra",2|4|1956,, East South Central ,1,66400,1,470
601,633-95-2335,"Ewing, Lila",18|8|1940,,New England,1,157200,0,0
602,423-97-3072," Moody, Zachery",9|5|1963,, East North Central,0,66000,3,1520
603,292-01-0852,"Guy, Natalie",20|8|1968,,Pacific,1,76800,4,1940
604,885-22-9435,Howard Stanley,11|4|1944,, Alaska,0,111600,2,990
605,600-05-9780,Honorato Strong,10|7|1958,,Mid. Atlantic ,1,9999,0,0
606,374-50-5933,Conan Wilkerson,16|11|1948,, WNC,0,45000,2,990
607,626-04-1182,"Bernard, Patience",17|5|1927,,S. Atlantic,1,75900,3,1540
608,191-16-8010,Travis Pena,10|6|1934,,West South Central,2,97000,2,1050
609,084930930,"Briggs, Arthur",11|1|1938,,AK ,0,36100,2,1050
610,985-03-7017,"Hays, Buckminster",20|11|1933,,East North Central,1,103500,3,1440
611,562-62-0763,Aristotle Gibson ,5|5|1967,, New England ,0,88800,2,1010
612,988-36-5241,Brady Whitfield,24|2|1943,,Mid. Atlantic,1,52300,2,600
613,816-28-5583,"Wells, Phillip",11|5|1959,,East North Central ,0,82700,3,1550
614,113-20-011,Cecilia Golden,9|3|1948,,West North Central,1,127900,2,1080
615,712-85-2723,Isabella Castro,14|2|1955,, ,0,142800,2,940
616,895-51-8608,"Levy, Lydia",10|2|1974,, South Atlantic,0,64600,1,510
617,184-51-2440,Brielle Suarez,2|3|1966,,New England,0,62700,6,2930
618,283-42-4994,"Schmidt, Rama",22|5|1966,,Hawaii,0,133200,3,1460
619,123493511,"Guy, Hilel",20|11|1971,,SA ,0,33800,2,1110
620,112-47-5958,Jordan Morin,31|8|1965,,East South Central,0,57500,2,980
621, 142-39-5137,Ima Wells,24|1|1935,,South Atlantic,0,96200,3,1390
622,633-78-7048,Xerxes Avery,25|10|1963,,Mtn.,1,62700,0,0
623,247-84-5404,"Hardin, Dacey",4|11|1944,, W. N. Central,0,141800,1,580
624,655-0-0209,Ezra Erickson,26|8|1933,,SA,1,57700,3,1550
625, 042-17-7655,"Pollard, Quentin",29|3|1958,, West South Central,1,37500,4,2120
626,780-69-3201,"Lancaster, Brody",24|5|1958,,New England,1,117500,5,2410
627,803244193,"Serrano, Maxine",19|3|1940,,S. Atlantic,1,51800,4,2020
628,370-04-0555,"Gilmore, Sybill",21|9|1962,,Alaska,0,128400,6,3060
629,187-38-0433,"Cameron, Uriel",12|3|1973,,Hawaii,0,67700,1,540
630,964-69-3667,"Terrell, Ariel",24|10|1940,,,0,128100,1,540
631,227-56-2828,Tamara Lawson,4|8|1946,,Alaska,1,111300,3,1600
632,564-58-1489," Bowers, Vielka",4|9|1953,, Middle Atlantic,0,70000,4,2060
633,304-51-0085,"Boone, Kaseem",25|11|1949,,West South Central,0,156000,3,1570
634,112-62-6916,"Vang, Basil ",30|1|1953,,East North Central ,1,116600,4,2070
635,035656257,James Carpenter,2|9|1965,,New England ,0,156900,2,530
636,682408161,"Barry, Magee ",27|5|1947,,MA,0,61200,3,1340
637,204-59-3595,Willa Mcguire,27|10|1968,, Alaska,1,30600,4,2030
638,471-77-6068,"Young, Martina",19|11|1944,, Mountain ,0,140100,1,530
639,509966227,"Snider, Uriel",22|9|1944,,East North Central,1,147500,1,590
640,696-45-2681,"Case, Allen",10|2|1936,,W. S. Central,1,59900,4,1910
641,042-110400,"Riley, Hyatt",6|5|1975,,WNC,1,96700,4,2130
642,384-43-9101,"Odom, Dennis",3|1|1957,,Pac.,0,115100,3,1640
643,033-75-3553,"Dixon, Ferris",10|12|1961,, W. N. Central ,0,149700,2,980
644,772520613,"Kirby, Inga ",20|11|1957,,E. S. Central,1,60200,3,1490
645,086-39-4715,Slade Patrick,17|5|1927,,New England,0,155300,5,2480
646,987-61-3447," Merrill, Meghan ",25|6|1944,, East North Central,1,137100,4,2260
647,065-31-6330,Rafael Chang,8|11|1968,,South Atlantic ,0,57700,4,1840
648,210-85-8041,Madeson Christensen,25|5|1957,, AK,0,107700,4,2080
649,437-11-2562,Echo Bailey,14|5|1937,,East South Central ,1,29800,3,1570
650,304-45-6046,"Fitzgerald, Alana",3|10|1968,,New England,1,127100,2,980
651, 094-00-1258,"Harrison, Kylynn",17|3|1952,,Mountain,1,158900,3,1560
652,494-46-3228,"Fernandez, Drake",5|2|1939,, Mountain ,1,33600,4,2030
653,776-66-3248,"Morales, Elvis",25|10|1930,,Pacific ,0,111100,4,1820
654, 409-92-5411,"Cannon, Dale",27|3|1970,,Haw. ,0,30700,4,2040
655,07085-3598,"Valentine, Brenden",9|1|1960,,Middle Atlantic,0,135400,5,2790
656,549-47-1966,"Mccormick, Sylvia",20|1|1944,,South Atlantic,0,138300,2,950
657,807-705174,"Olsen, Isabella",5|8|1970,,South Atlantic,-1,150400,3,1470
658,018-00-2484,"Weiss, Drew",1|3|1962,,Mountain ,1,66700,4,1750
659,182-14-6099,"Espinoza, Clark",17|4|1969,, W. S. Central,0,66500,3,1430
660,940-38-8978,"Fox, Quinn",25|12|1972,, Hawaii,1,20600,1,520
661, 212017062,"Santana, Callum",17|5|1927,,ENC,0,147900,5,2450
662,241-04-3586,"Cleveland, Keefe",25|3|1938,,AK,0,38300,1,530
663,440-40-8812,"Duran, Aphrodite ",4|12|1934,,ENC,0,111700,4,1890
664,660-34-1579,"Nixon, Hilda",20|1|1965,,ESC,0,139400,4,2030
665, 782-01-3194," Scott, Amelia",26|2|1961,,New England,0,82400,2,1070
666,987976364,"Greer, Marsden",15|6|1932,,E. N. Central ,0,45000,1,580
667,930-40-2824,"Gibbs, Holmes",21|4|1940,,E. N. Central,0,108700,4,1980
668,218-88-3825,"Miller, Oleg",19|7|1956,, East North Central ,0,154200,4,2210
669,96282-6993,"Branch, Audra",20|7|1950,,East South Central,0,141400,5,2410
